"title";"name";"unit";"batch";"elapsed";"error %";"instructions";"branches";"branch misses";"total"
"Eigen";"Gemm";"op";1;5.76433333333333e-06;0.00319062536257098;0;0;0;0.000164021
"Eigen";"Gemm2";"op";1;5.44275e-06;0.00137608366588695;0;0;0;0.000230583
"Eigen";"Sum";"op";1;5.75805555555556e-07;0.00392586505980091;0;0;0;0.000241043
"Eigen";"Sum2";"op";1;4.17307692307692e-07;0.000493048394017227;0;0;0;0.000246264
"Eigen";"Sub";"op";1;5.74075e-07;0.00308239993053742;0;0;0;0.000241204
"Eigen";"Sub2";"op";1;4.17711538461538e-07;0.00109438259109324;0;0;0;0.000233657
"Eigen";"Div";"op";1;7.19366666666667e-07;0.00275616373013745;0;0;0;0.000246824
"Eigen";"Div2";"op";1;5.73048780487805e-07;0.00217539668998461;0;0;0;0.000252506
"Eigen";"Mul";"op";1;5.28317073170732e-07;0.00112965566461596;0;0;0;0.000237417
"Eigen";"Mul2";"op";1;5.61628571428571e-07;0.00425237707330772;0;0;0;0.000252014
"Eigen";"Gemm";"op";1;3.8463e-05;0.00208425605085583;0;0;0;0.000500754
"Eigen";"Gemm2";"op";1;3.715e-05;0.00107787658313122;0;0;0;0.000415503
"Eigen";"Sum";"op";1;2.2973e-06;0.00433407012525459;0;0;0;0.000234922
"Eigen";"Sum2";"op";1;2.11309090909091e-06;0.00345363495078578;0;0;0;0.000234248
"Eigen";"Sub";"op";1;2.2933e-06;0.00437962597994127;0;0;0;0.000232728
"Eigen";"Sub2";"op";1;2.119e-06;0.00363341027613924;0;0;0;0.000238797
"Eigen";"Div";"op";1;2.143e-06;0.0067908089177416;0;0;0;0.000231443
"Eigen";"Div2";"op";1;2.12490909090909e-06;0.00425780561892849;0;0;0;0.000232055
"Eigen";"Mul";"op";1;2.0569e-06;0.001997272018706;0;0;0;0.000237117
"Eigen";"Mul2";"op";1;2.0629e-06;0.0101526156859543;0;0;0;0.000240405
"Eigen";"Gemm";"op";1;0.00046253;0.0811701593015509;0;0;0;0.005328897
"Eigen";"Gemm2";"op";1;0.000412556;0.00854888903556709;0;0;0;0.004581479
"Eigen";"Sum";"op";1;1.2374e-05;0.155243036592026;0;0;0;0.000178838
"Eigen";"Sum2";"op";1;1.03545e-05;0.0124463519313305;0;0;0;0.000210744
"Eigen";"Sub";"op";1;1.04695e-05;0.00335425751114098;0;0;0;0.000229543
"Eigen";"Sub2";"op";1;1.03895e-05;0.00878726089911628;0;0;0;0.000227206
"Eigen";"Div";"op";1;7.33066666666667e-06;0.00369677331020947;0;0;0;0.000220286
"Eigen";"Div2";"op";1;7.491e-06;0.00355013731663201;0;0;0;0.000223961
"Eigen";"Mul";"op";1;7.297e-06;0.000912783533384972;0;0;0;0.000219916
"Eigen";"Mul2";"op";1;7.37733333333333e-06;0.00778653066800255;0;0;0;0.000240193
"Eigen";"Gemm";"op";1;0.003438659;0.00719517388800668;0;0;0;0.038575832
"Eigen";"Gemm2";"op";1;0.00328996;0.00410652133508258;0;0;0;0.036519283
"Eigen";"Sum";"op";1;5.6717e-05;0.241996233521657;0;0;0;0.000827077
"Eigen";"Sum2";"op";1;4.239e-05;0.00913957130501867;0;0;0;0.000919912
"Eigen";"Sub";"op";1;4.5946e-05;0.043444689210365;0;0;0;0.000610399
"Eigen";"Sub2";"op";1;4.5556e-05;0.0296537383600037;0;0;0;0.000596104
"Eigen";"Div";"op";1;6.921e-05;0.142612918411338;0;0;0;0.000746053
"Eigen";"Div2";"op";1;4.7629e-05;0.151655100708465;0;0;0;0.000675209
"Eigen";"Mul";"op";1;4.7229e-05;0.0611470032799921;0;0;0;0.000648803
"Eigen";"Mul2";"op";1;4.5716e-05;0.0318940026634765;0;0;0;0.000651788
"Eigen";"Gemm";"op";1;0.020755062;0.000919994878468651;0;0;0;0.230919054
"Eigen";"Gemm2";"op";1;0.020096803;0.00613439097382914;0;0;0;0.221588369
"Eigen";"Sum";"op";1;0.000816306;0.0571953640711631;0;0;0;0.009092288
"Eigen";"Sum2";"op";1;0.000815023;0.0229613833561976;0;0;0;0.009890567
"Eigen";"Sub";"op";1;0.00078695;0.0295433613128755;0;0;0;0.008880649
"Eigen";"Sub2";"op";1;0.00083994;0.0459503885236103;0;0;0;0.009521615
"Eigen";"Div";"op";1;0.000771862;0.0248898909465595;0;0;0;0.008689738
"Eigen";"Div2";"op";1;0.00080753;0.0232973661367683;0;0;0;0.009444021
"Eigen";"Mul";"op";1;0.000778535;0.0219770987656752;0;0;0;0.009165403
"Eigen";"Mul2";"op";1;0.000807971;0.0114771727196819;0;0;0;0.008900857
"Eigen";"Gemm";"op";1;0.155466136;0.00200779716403805;0;0;0;1.714033094
"Eigen";"Gemm2";"op";1;0.152700556;0.000527565054848013;0;0;0;1.679119445
"Eigen";"Sum";"op";1;0.003014112;0.0344751606482974;0;0;0;0.033991816
"Eigen";"Sum2";"op";1;0.003068023;0.00467524149028768;0;0;0;0.034413075
"Eigen";"Sub";"op";1;0.003022077;0.0249443111952812;0;0;0;0.034027102
"Eigen";"Sub2";"op";1;0.00307707;0.00624465741042916;0;0;0;0.034460255
"Eigen";"Div";"op";1;0.002943088;0.00509464955928107;0;0;0;0.033060229
"Eigen";"Div2";"op";1;0.003071089;0.00886924972834255;0;0;0;0.034380075
"Eigen";"Mul";"op";1;0.002940373;0.00344643538454082;0;0;0;0.033387696
"Eigen";"Mul2";"op";1;0.003074545;0.00354595677958026;0;0;0;0.034434625
"Eigen";"Gemm";"op";1;1.225468947;0.000363793899490769;0;0;0;13.480847974
"Eigen";"Gemm2";"op";1;1.210615936;0.000780959301179701;0;0;0;13.322362175
"Eigen";"Sum";"op";1;0.011369547;0.00209287980260837;0;0;0;0.12659886
"Eigen";"Sum2";"op";1;0.017335951;0.00360298891135975;0;0;0;0.191819172
"Eigen";"Sub";"op";1;0.011352946;0.00224648000410326;0;0;0;0.126131472
"Eigen";"Sub2";"op";1;0.01731918;0.00109792149319169;0;0;0;0.191629944
"Eigen";"Div";"op";1;0.011341606;0.00100722017645952;0;0;0;0.126199572
"Eigen";"Div2";"op";1;0.017300065;0.0024807538905089;0;0;0;0.191962692
"Eigen";"Mul";"op";1;0.011363075;0.00232854830388132;0;0;0;0.12671762
"Eigen";"Mul2";"op";1;0.017330602;0.00331185618113869;0;0;0;0.192187053
