"title";"name";"unit";"batch";"elapsed";"error %";"instructions";"branches";"branch misses";"total"
"Tenseur";"Gemm";"op";1;3.3153e-05;0.0051846461706386;0;0;0;0.000595769
"Tenseur";"Gemm2";"op";1;3.5227e-05;0.00113678347116832;0;0;0;0.000398968
"Tenseur";"Chained";"op";1;4.8221e-05;0.237895979873697;0;0;0;0.000780369
"Tenseur";"Sum";"op";1;2.68066666666667e-06;0.00128657397800381;0;0;0;0.000243872
"Tenseur";"Sum2";"op";1;2.68733333333333e-06;0.00180180180180165;0;0;0;0.000244644
"Tenseur";"Sub";"op";1;2.674e-06;0.0004153513872737;0;0;0;0.00024345
"Tenseur";"Sub2";"op";1;2.68844444444444e-06;0.0024324881467739;0;0;0;0.000244691
"Tenseur";"Div";"op";1;2.78633333333333e-06;0.00399363420712855;0;0;0;0.000236778
"Tenseur";"Div2";"op";1;2.76942857142857e-06;0.00262386170705343;0;0;0;0.000241646
"Tenseur";"Gemm";"op";1;3.2692e-05;0.0587130412254282;0;0;0;0.002738952
"Tenseur";"Gemm2";"op";1;3.2511e-05;0.021136302050402;0;0;0;0.000508955
"Tenseur";"Chained";"op";1;0.000111621;0.0167884275537903;0;0;0;0.002145728
"Tenseur";"Sum";"op";1;9.808e-06;0.00204331834899875;0;0;0;0.000155243
"Tenseur";"Sum2";"op";1;9.7735e-06;0.00153241048168759;0;0;0;0.000216621
"Tenseur";"Sub";"op";1;9.7585e-06;0.00256844917039098;0;0;0;0.000214908
"Tenseur";"Sub2";"op";1;9.7485e-06;0.00255793727937797;0;0;0;0.000214659
"Tenseur";"Div";"op";1;1.0069e-05;0.00199024778584932;0;0;0;0.000222914
"Tenseur";"Div2";"op";1;1.0605e-05;0.0397568508260209;0;0;0;0.000232522
"Tenseur";"Gemm";"op";1;0.000143312;0.0198255127165081;0;0;0;0.003243379
"Tenseur";"Gemm2";"op";1;0.000136829;0.00906714175013222;0;0;0;0.002504706
"Tenseur";"Chained";"op";1;0.000980309;0.0277951935315444;0;0;0;0.011390156
"Tenseur";"Sum";"op";1;3.8373e-05;0.00466889736207303;0;0;0;0.000505556
"Tenseur";"Sum2";"op";1;3.8623e-05;0.00494366820180565;0;0;0;0.00043251
"Tenseur";"Sub";"op";1;3.9665e-05;0.00279062751407883;0;0;0;0.000436898
"Tenseur";"Sub2";"op";1;3.9505e-05;0.00478649703992937;0;0;0;0.000434333
"Tenseur";"Div";"op";1;4.0176e-05;0.00448497162821808;0;0;0;0.000442078
"Tenseur";"Div2";"op";1;4.0497e-05;0.00466979624941619;0;0;0;0.000455583
"Tenseur";"Gemm";"op";1;0.00070154;0.0741561885629941;0;0;0;0.008452824
