"title";"name";"unit";"batch";"elapsed";"error %";"instructions";"branches";"branch misses";"total"
"Tenseur";"Gemm2";"op";1;0.000863417;0.0435723210804297;0;0;0;0.015058238
"Tenseur";"Chained";"op";1;0.008823278;0.03073883410207;0;0;0;0.099580596
"Tenseur";"Sum";"op";1;0.000159522;0.021489952998732;0;0;0;0.003857853
"Tenseur";"Sum2";"op";1;0.000156516;0.00217061411091261;0;0;0;0.001728187
"Tenseur";"Sub";"op";1;0.000157289;0.0152655495597841;0;0;0;0.001739367
"Tenseur";"Sub2";"op";1;0.000156166;0.00288987644172732;0;0;0;0.001833047
"Tenseur";"Div";"op";1;0.000167217;0.00864377744535048;0;0;0;0.001855387
"Tenseur";"Div2";"op";1;0.000164632;0.00140116339020887;0;0;0;0.001830163
"Tenseur";"Gemm";"op";1;0.005515887;0.0244643228934021;0;0;0;0.061770108
"Tenseur";"Gemm2";"op";1;0.005413463;0.0193772444671079;0;0;0;0.069969252
"Tenseur";"Chained";"op";1;0.033253293;0.00981077503820051;0;0;0;0.367676801
"Tenseur";"Sum";"op";1;0.000879027;0.0255169718428989;0;0;0;0.010986139
"Tenseur";"Sum2";"op";1;0.000876581;0.0160713374969282;0;0;0;0.00993123
"Tenseur";"Sub";"op";1;0.00087561;0.0122307896835947;0;0;0;0.010767614
"Tenseur";"Sub2";"op";1;0.000900297;0.0152864625773702;0;0;0;0.010826206
"Tenseur";"Div";"op";1;0.000899205;0.0266458545540748;0;0;0;0.01102947
"Tenseur";"Div2";"op";1;0.000878616;0.0134750742271039;0;0;0;0.010854411
"Tenseur";"Gemm";"op";1;0.039546725;0.00655288376848555;0;0;0;0.435069629
"Tenseur";"Gemm2";"op";1;0.049806966;0.00509536294487116;0;0;0;0.547888125
"Tenseur";"Chained";"op";1;0.198454805;0.00317625712039263;0;0;0;2.181841075
"Tenseur";"Sum";"op";1;0.005418051;0.0072040998658189;0;0;0;0.060969616
"Tenseur";"Sum2";"op";1;0.005245053;0.00232050618107326;0;0;0;0.058915179
"Tenseur";"Sub";"op";1;0.004640908;0.00516889273069357;0;0;0;0.05309119
"Tenseur";"Sub2";"op";1;0.004515641;0.0111932043130953;0;0;0;0.050420696
"Tenseur";"Div";"op";1;0.004643884;0.00342694852057819;0;0;0;0.051446622
"Tenseur";"Div2";"op";1;0.004533996;0.00271866595395585;0;0;0;0.050400379
"Tenseur";"Gemm";"op";1;0.291154251;0.00284568765841813;0;0;0;3.202611468
"Tenseur";"Gemm2";"op";1;0.335413483;0.00499243812785004;0;0;0;3.693857182
"Tenseur";"Chained";"op";1;1.386254281;0.0115564861887028;0;0;0;15.224668852
"Tenseur";"Sum";"op";1;0.02027561;0.140962314093452;0;0;0;0.220898905
"Tenseur";"Sum2";"op";1;0.017681232;0.000971442374109486;0;0;0;0.195436691
"Tenseur";"Sub";"op";1;0.017702713;0.00322444726979171;0;0;0;0.195680683
"Tenseur";"Sub2";"op";1;0.017627791;0.00313235033771331;0;0;0;0.194672914
"Tenseur";"Div";"op";1;0.017808543;0.00295554648692796;0;0;0;0.196470508
"Tenseur";"Div2";"op";1;0.017840604;0.00272722454444751;0;0;0;0.196827305
"Tenseur";"Mul";"op";1;2.00291666666667e-06;0.0018084752929806;0;0;0;0.000238361
"Tenseur";"Mul2";"op";1;1.9868e-06;0.00153749212350363;0;0;0;0.000240435
"Tenseur";"Mul";"op";1;7.444e-06;0.00676223965377338;0;0;0;0.000155192
"Tenseur";"Mul2";"op";1;7.40066666666667e-06;0.00135305791087846;0;0;0;0.000244482
"Tenseur";"Mul";"op";1;2.9385e-05;0.00685283536063051;0;0;0;0.000462637
"Tenseur";"Mul2";"op";1;3.0037e-05;0.00631864496493313;0;0;0;0.000332472
"Tenseur";"Mul";"op";1;0.000138823;0.0624995216482851;0;0;0;0.002240996
"Tenseur";"Mul2";"op";1;0.000120058;0.0107168413520226;0;0;0;0.001368833
"Tenseur";"Mul";"op";1;0.000788735;0.0182507571669434;0;0;0;0.009278405
"Tenseur";"Mul2";"op";1;0.000824012;0.0482662875187254;0;0;0;0.009312882
"Tenseur";"Mul";"op";1;0.004777805;0.0260008856007419;0;0;0;0.052430754
"Tenseur";"Mul2";"op";1;0.004634244;0.0149674631792521;0;0;0;0.051550815
"Tenseur";"Mul";"op";1;0.017663699;0.00210046066073881;0;0;0;0.194633717
"Tenseur";"Mul2";"op";1;0.017662457;0.00117392002050592;0;0;0;0.195385501
