"title";"name";"unit";"batch";"elapsed";"error %";"instructions";"branches";"branch misses";"total"
"Tenseur";"Gemm";"op";1;2.7382e-05;0.00223271476153868;0;0;0;0.000472454
"Tenseur";"Gemm2";"op";1;2.7492e-05;0.000728013977868368;0;0;0;0.000312561
"Tenseur";"Chained";"op";1;0.00011071;0.0058236197294424;0;0;0;0.001292008
"Tenseur";"Sum";"op";1;2.01133333333333e-06;0.00238613024042535;0;0;0;0.00023734
"Tenseur";"Sum2";"op";1;1.99458333333333e-06;0.00411163058115076;0;0;0;0.000241677
"Tenseur";"Sub";"op";1;2.0088e-06;0.00248616278014712;0;0;0;0.000235256
"Tenseur";"Sub2";"op";1;1.99290909090909e-06;0.00376683969218953;0;0;0;0.000240566
"Tenseur";"Div";"op";1;2.08390909090909e-06;0.00131044424059764;0;0;0;0.000235647
"Tenseur";"Div2";"op";1;2.06481818181818e-06;0.00245510323291841;0;0;0;0.000239465
"Tenseur";"Gemm";"op";1;0.000185522;0.001246687642681;0;0;0;0.00210092
"Tenseur";"Gemm2";"op";1;0.000185841;0.00140100549086383;0;0;0;0.002149381
"Tenseur";"Chained";"op";1;0.000850561;0.00440931351892951;0;0;0;0.009415411
"Tenseur";"Sum";"op";1;7.434e-06;0.0119617224880383;0;0;0;0.000167687
"Tenseur";"Sum2";"op";1;7.51066666666667e-06;0.00173387276041431;0;0;0;0.000246937
"Tenseur";"Sub";"op";1;7.394e-06;0.000902445627650964;0;0;0;0.000243973
"Tenseur";"Sub2";"op";1;7.344e-06;0.00181884321571475;0;0;0;0.00024254
"Tenseur";"Div";"op";1;7.71466666666667e-06;0.00608589810467754;0;0;0;0.000249012
"Tenseur";"Div2";"op";1;8.01166666666667e-06;0.0220531391138056;0;0;0;0.000259563
"Tenseur";"Gemm";"op";1;0.001413197;0.00294382949067069;0;0;0;0.016081506
"Tenseur";"Gemm2";"op";1;0.00141508;0.00221395314578237;0;0;0;0.015828905
"Tenseur";"Chained";"op";1;0.006071769;0.0013665413096731;0;0;0;0.066805735
"Tenseur";"Sum";"op";1;2.9386e-05;0.00943841434638983;0;0;0;0.000513933
"Tenseur";"Sum2";"op";1;2.9246e-05;0.00380985069504031;0;0;0;0.000322803
"Tenseur";"Sub";"op";1;2.9285e-05;0.00442447523665803;0;0;0;0.000323525
"Tenseur";"Sub2";"op";1;2.9335e-05;0.00582890450882908;0;0;0;0.000322581
"Tenseur";"Div";"op";1;3.0337e-05;0.00231274985958308;0;0;0;0.000335063
"Tenseur";"Div2";"op";1;3.0939e-05;0.0115335463258786;0;0;0;0.000349312
"Tenseur";"Gemm";"op";1;0.011250737;0.0011046132060807;0;0;0;0.124182082
